iter	Logloss
185	0.4735024109
186	0.4733615723
187	0.4732546387
188	0.4731773071
189	0.4729781494
190	0.4728561401
191	0.4727227783
192	0.4725966187
193	0.4724310913
194	0.4722812195
195	0.4721662292
196	0.4720553589
197	0.4719425049
198	0.4718282471
199	0.4716519165
200	0.4715116882
201	0.4713937988
202	0.4712857666
203	0.4711523437
204	0.4710079651
205	0.4707571106
206	0.4706100464
207	0.4704067688
208	0.470283783
209	0.4701358032
210	0.4699796753
211	0.4698450928
212	0.4696825562
213	0.4695436096
214	0.4693595886
215	0.4691885986
216	0.4690686951
217	0.4689204712
218	0.4687189026
219	0.4685434265
220	0.468367157
221	0.4682246399
222	0.4680764465
223	0.467955658
224	0.4677876282
225	0.4676620483
226	0.467554718
227	0.4673972778
228	0.4672938843
229	0.4671255188
230	0.4668662415
231	0.4666456299
232	0.4664306335
233	0.4662410278
234	0.465999115
235	0.4658797607
236	0.4657516479
237	0.4655942993
238	0.4654259033
239	0.4652806091
240	0.4651425171
241	0.4650375366
242	0.4648887329
243	0.4647579041
244	0.4646542358
245	0.4645471802
246	0.4644417725
247	0.4643656921
248	0.4642979126
249	0.4641892395
250	0.4640539551
251	0.463916748
252	0.4637344971
253	0.4635238037
254	0.4633459167
255	0.4630982361
256	0.4628765564
257	0.4626833496
258	0.4625722351
259	0.4624002686
260	0.4622814941
261	0.4621663208
262	0.4619992065
263	0.4618517456
264	0.4616837769
265	0.4615754395
266	0.4614092407
267	0.4612183228
268	0.4610618896
269	0.46090802
270	0.460750061
271	0.4606048279
272	0.4604291687
273	0.4602481079
274	0.4600473633
275	0.4598768616
276	0.4597737122
277	0.4596316223
278	0.4594729004
279	0.4592755127
280	0.4591304626
281	0.4589805298
282	0.458776001
283	0.4586282959
284	0.4584903259
285	0.4583521729
286	0.4581488037
287	0.4579972534
288	0.4577747803
289	0.4575775452
290	0.4574059753
291	0.4572917786
292	0.4571077271
293	0.4570036011
294	0.4568203735
295	0.4567663269
296	0.4565831909
297	0.4564430542
298	0.4563131104
299	0.456226593
300	0.4561134033
301	0.455991333
302	0.4558450317
303	0.4557250061
304	0.4555681458
305	0.4554634094
306	0.4553168945
307	0.4552132568
308	0.4550648804
309	0.4549784546
310	0.4548607788
311	0.4547523499
312	0.4546081543
313	0.4544544678
314	0.4542969055
315	0.4541687622
316	0.4539710999
317	0.4538853149
318	0.4537509766
319	0.4535807495
320	0.4534120789
321	0.4532721558
322	0.4531386719
323	0.4529919739
324	0.4528519287
325	0.452658905
326	0.4525344238
327	0.4524194641
328	0.4523443909
329	0.4521784668
330	0.4520332642
331	0.4518789673
332	0.4516929626
333	0.4515761108
334	0.4514829712
335	0.4513768616
336	0.4512217712
337	0.4511359253
338	0.4509341736
339	0.4507998047
340	0.4507044067
341	0.4506156006
342	0.4504987183
343	0.4503466492
344	0.4501866455
345	0.4500200195
346	0.4499113159
347	0.4497593079
348	0.4495858459
349	0.4493962097
350	0.4492672729
351	0.4491234131
352	0.4489976196
353	0.4488032227
354	0.448678772
355	0.4485216675
356	0.4483701172
357	0.4481608276
358	0.4480355835
359	0.4479408569
360	0.4477769775
361	0.4476497192
362	0.447497345
363	0.4473040161
364	0.4471710815
365	0.4470337524
366	0.4469292603
367	0.4466984863
368	0.4465651245
369	0.4464504395
370	0.4462536011
371	0.4460263062
372	0.4457694702
373	0.4456491699
374	0.4455527344
375	0.4453776855
376	0.44518927
377	0.4450649109
378	0.4448390503
379	0.4446538696
380	0.4445490417
381	0.4443552856
382	0.4442332458
383	0.4441003418
384	0.4439766235
385	0.4438703003
386	0.4436181335
387	0.4434039307
388	0.4432173767
389	0.4430188599
390	0.4428691101
391	0.4426777954
392	0.4424985352
393	0.4423805542
394	0.4422531738
395	0.4420448914
396	0.441862854
397	0.4416973877
398	0.4415546875
399	0.441380188
400	0.4412243652
401	0.4410574646
402	0.440928833
403	0.4407885437
404	0.4405689087
405	0.4404176636
406	0.4402211609
407	0.4400343018
408	0.4399040527
409	0.4397649841
410	0.4396651001
411	0.4394571838
412	0.4393161011
413	0.4392230835
414	0.4390631104
415	0.438913208
416	0.4387791443
417	0.4385992432
418	0.438446991
419	0.4383068848
420	0.438203064
421	0.4380595093
422	0.437894104
423	0.4377194214
424	0.4375440979
425	0.4373707886
426	0.4372454529
427	0.4370338745
428	0.4368851013
429	0.4367680969
430	0.4366712036
431	0.436510376
432	0.4363172607
433	0.4361228638
434	0.435947876
435	0.4358233337
436	0.4357016907
437	0.4355866699
438	0.4354086304
439	0.4352318115
440	0.435046875
441	0.434894104
442	0.4346921997
443	0.4345209961
444	0.4343314819
445	0.4341807861
446	0.4340668335
447	0.4339265442
448	0.4337471924
449	0.4336278687
450	0.4334608154
451	0.4333012085
452	0.4331639709
453	0.4330426941
454	0.4328992004
455	0.432711853
456	0.4325892944
457	0.4324125977
458	0.4322762451
459	0.4320534058
460	0.4319014893
461	0.4316884766
462	0.4315690308
463	0.4313742065
464	0.4312748718
465	0.4310223389
466	0.4309085083
467	0.4307368469
468	0.4306065063
469	0.4304168701
470	0.4303028564
471	0.430157074
472	0.4300397034
473	0.4298647461
474	0.4297655029
475	0.429578186
476	0.4294376221
477	0.4292520142
478	0.4290825806
479	0.4289134216
480	0.4287676392
481	0.4286244507
482	0.428524231
483	0.4283395386
484	0.4282199097
485	0.4281157837
486	0.4278712769
487	0.427774231
488	0.4275858154
489	0.427443634
490	0.4272886658
491	0.4271086426
492	0.426953064
493	0.4267650757
494	0.4266259766
495	0.426473175
496	0.4263442383
497	0.4261302185
498	0.4259537354
499	0.4258387451
500	0.4257020264
501	0.4255715332
502	0.4254412842
503	0.4253030396
504	0.425144989
505	0.4249804688
506	0.4247975769
507	0.4246427002
508	0.4245164795
509	0.4243793335
510	0.4241819153
511	0.4240555115
512	0.4239234924
513	0.4237817078
514	0.4236566467
515	0.4233781128
516	0.4232053528
517	0.4230838623
518	0.4229188232
519	0.4227089233
520	0.422545929
521	0.4223762817
522	0.4221975708
523	0.4219430542
524	0.4217758789
525	0.4215968628
526	0.4214374084
527	0.4213248291
528	0.4211571045
529	0.4210288086
530	0.4208764038
531	0.4207388
532	0.4206258545
533	0.4204736023
534	0.4203843994
535	0.4202572021
536	0.4201514282
537	0.4200511475
538	0.4198255005
539	0.4197214355
540	0.4195673218
541	0.4194628906
542	0.4193079834
543	0.4191462708
544	0.4190534058
545	0.4189118347
546	0.4187690125
547	0.4185759277
548	0.4184281616
549	0.4182758789
550	0.4181029053
551	0.4178771057
552	0.4177889404
553	0.4176495361
554	0.4175230713
555	0.4174125366
556	0.4172330627
557	0.4170915833
558	0.4169708252
559	0.4168469238
560	0.416723999
561	0.4165293884
562	0.416360199
563	0.4162105103
564	0.4160146484
565	0.4158440552
566	0.4156352539
567	0.4155023804
568	0.4153466187
569	0.4152044067
570	0.4150346069
571	0.414940094
572	0.414757782
573	0.4145769958
574	0.4144065552
575	0.414263092
576	0.4141235352
577	0.4139423828
578	0.4138014832
579	0.4136688843
580	0.4134838867
581	0.41326651
582	0.4131243896
583	0.413022583
584	0.4129016113
585	0.412746521
586	0.4126491089
587	0.4125827332
588	0.412416626
589	0.4122687073
590	0.4121506958
591	0.4119603271
592	0.4118847046
593	0.411723938
594	0.4115760498
595	0.4113862305
596	0.4112299194
597	0.4110679321
598	0.4109254456
599	0.410825592
600	0.4106814575
601	0.4104935913
602	0.4103358765
603	0.410204895
604	0.4100977173
605	0.4099629211
606	0.4098270874
607	0.4096655273
608	0.4095043945
609	0.4093353882
610	0.4092055664
611	0.4090753784
612	0.4088600159
613	0.4087252808
614	0.4085393677
615	0.408411438
616	0.4082711792
617	0.4081619873
618	0.4079785767
619	0.407868866
620	0.4077073975
621	0.407576355
622	0.4074480591
623	0.4073087463
624	0.4071762695
625	0.4070681458
626	0.4069447937
627	0.4068079834
628	0.4066640625
629	0.4064424438
630	0.4063323975
631	0.4061854248
632	0.4061242676
633	0.4060044556
634	0.4058720398
635	0.405710022
636	0.4055162048
637	0.4054250488
638	0.4053053284
639	0.4050750122
640	0.4049317627
641	0.4047554321
642	0.4045574036
643	0.4044154968
644	0.4042908936
645	0.4041488647
646	0.4040229797
647	0.4039303894
648	0.403822937
649	0.4037109985
650	0.4035828247
651	0.4034370117
652	0.403277832
653	0.4031894836
654	0.403055542
655	0.4029247437
656	0.402745636
657	0.4026217651
658	0.4024375305
659	0.4022857056
660	0.4021637268
661	0.4020462646
662	0.4018827515
663	0.4017903748
664	0.401595459
665	0.4014710693
666	0.401286438
667	0.4011132813
668	0.4010084229
669	0.4008913879
670	0.4007503662
671	0.4006212769
672	0.400488678
673	0.400378479
674	0.4002823181
675	0.400190979
676	0.4000469971
677	0.399901886
678	0.3997102051
679	0.3995928955
680	0.3994388733
681	0.3993607788
682	0.3991828308
683	0.3990476074
684	0.3989348755
685	0.3987662354
686	0.3986355286
687	0.3985344238
688	0.3983999023
689	0.3982246399
690	0.3980482483
691	0.3979703369
692	0.3978665161
693	0.397710083
694	0.3975126648
695	0.3973977051
696	0.3972434082
697	0.397129303
698	0.3968971558
699	0.3967799683
700	0.3966495361
701	0.3964408569
702	0.3963240967
703	0.3962052002
704	0.3960531921
705	0.3958887634
706	0.3957989807
707	0.3956365967
708	0.3954988403
709	0.3953146362
710	0.3951625977
711	0.3950519104
712	0.3949185181
713	0.3947733154
714	0.3946404724
715	0.3945600586
716	0.3943707275
717	0.3942819214
718	0.3940970764
719	0.3938897095
720	0.3937425232
721	0.3936416931
722	0.3934883728
723	0.3933505859
724	0.3932346497
725	0.3931630859
726	0.3930454712
727	0.3929135742
728	0.392824585
729	0.3926635742
730	0.3925628662
731	0.3923894653
732	0.3922585754
733	0.3921391602
734	0.3919620056
735	0.3918523254
736	0.3916724854
737	0.3915425415
738	0.3913530884
739	0.3912177734
740	0.3910933533
741	0.3909547729
742	0.3908399658
743	0.3906657104
744	0.3905027161
745	0.3903458252
746	0.3902260132
747	0.3901287842
748	0.3900178223
749	0.3898680725
750	0.3897019653
751	0.3895828857
752	0.3894582825
753	0.3893677673
754	0.3892332153
755	0.3890656128
756	0.388869812
757	0.3887800293
758	0.3886526794
759	0.3885169067
760	0.3884286194
761	0.3882484131
762	0.3881273499
763	0.388019165
764	0.3878953247
765	0.3877873535
766	0.387691925
767	0.3875731812
768	0.3874172363
769	0.3872860718
770	0.3871082764
771	0.3869814758
772	0.386853363
773	0.3867365112
774	0.3866092224
775	0.3864777222
776	0.3863838196
777	0.3862171631
778	0.3860368652
779	0.3859567871
780	0.3858547974
781	0.3857434692
782	0.3856522217
783	0.3855159607
784	0.3853271179
785	0.385199585
786	0.3851242065
787	0.3849997253
788	0.3848548584
789	0.3847008667
790	0.3845335999
791	0.3844330139
792	0.3842857056
793	0.3842230835
794	0.3841304932
795	0.3840074463
796	0.3838675232
797	0.3837922363
798	0.3836820679
799	0.3835591431
800	0.3834658203
801	0.3833539734
802	0.3832462463
803	0.3831334839
804	0.3829791565
805	0.382875946
806	0.3827076416
807	0.382571167
808	0.3824353638
809	0.382322876
810	0.382210083
811	0.3820786133
812	0.3820067749
813	0.3819091797
814	0.3817723083
815	0.38154599
816	0.3814739685
817	0.3813625488
818	0.3812612305
819	0.3811947632
820	0.3810693665
821	0.38096521
822	0.3808540344
823	0.3807323303
824	0.3806200867
825	0.3805088196
826	0.3803540649
827	0.3801862183
828	0.380088501
829	0.3799655457
830	0.3798122559
831	0.3796943665
832	0.3795447998
833	0.3794426575
834	0.3793101196
835	0.3792003174
836	0.3791062927
837	0.3789916992
838	0.3788390503
839	0.3787012329
840	0.3785803528
841	0.3784527588
842	0.3783404541
843	0.3781760864
844	0.3780480347
845	0.3778606262
846	0.3777282104
847	0.3776412048
848	0.3775231934
849	0.3774043274
850	0.3772999878
851	0.3771739197
852	0.3770343933
853	0.376916626
854	0.3767360535
855	0.3765428467
856	0.3764059448
857	0.3762870178
858	0.3761479187
859	0.376059845
860	0.3759200439
861	0.3758288574
862	0.3757002869
863	0.3755388794
864	0.3754212646
865	0.3752410583
866	0.3751545715
867	0.3750153198
868	0.3748756714
869	0.3747366028
870	0.3746156616
871	0.3744749146
872	0.3743822632
873	0.3742548218
874	0.3741562805
875	0.3740565186
876	0.3739373169
877	0.3738229675
878	0.3737001343
879	0.3735921021
880	0.3734701233
881	0.3733455505
882	0.3732033081
883	0.3730925598
884	0.3729649658
885	0.372872467
886	0.3727832947
887	0.3726417542
888	0.3725227661
889	0.372414917
890	0.3722888489
891	0.3721559143
892	0.3720374756
893	0.3718977051
894	0.3717592163
895	0.3716643066
896	0.3715244141
897	0.3714258423
898	0.3712609253
899	0.3711353149
900	0.3709973145
901	0.3708627319
902	0.3707717896
903	0.3706730042
904	0.3705075684
905	0.3704228821
906	0.370339447
907	0.3702174377
908	0.3700834656
909	0.36994104
910	0.3698000793
911	0.3697025452
912	0.3696125488
913	0.3695158691
914	0.3693757324
915	0.3692956238
916	0.3691566772
917	0.3690415649
918	0.3689221191
919	0.3688414307
920	0.3687569885
921	0.3686265564
922	0.3685282593
923	0.3684404907
924	0.3682929077
925	0.3682077637
926	0.3680690918
927	0.3679552612
928	0.3678390503
929	0.3677285156
930	0.367611084
931	0.3674569397
932	0.3673034668
933	0.3671405945
934	0.3670596008
935	0.3669397583
936	0.3668453369
937	0.3667598572
938	0.3666603394
939	0.3665596313
940	0.366461731
941	0.3663248901
942	0.366227356
943	0.3661105957
944	0.3660213318
945	0.3658795471
946	0.3657368164
947	0.365598999
948	0.3654770813
949	0.365355835
950	0.365257019
951	0.3651723633
952	0.3650349731
953	0.3649519653
954	0.3648406677
955	0.3647077637
956	0.3646389771
957	0.3645443115
958	0.3644406128
959	0.3642746582
960	0.3641687622
961	0.3640231934
962	0.363874939
963	0.3637702637
964	0.3636658325
965	0.3635671387
966	0.3634415894
967	0.3632926941
968	0.3631152344
969	0.3630696411
970	0.3629892273
971	0.3628831177
972	0.3627861023
973	0.362654541
974	0.3625618896
975	0.3624313354
976	0.3622556763
977	0.3621514893
978	0.3620021362
979	0.3618644409
980	0.3617186584
981	0.3616097717
982	0.3614701538
983	0.3613475037
984	0.3612382813
985	0.3611153564
986	0.3610371094
987	0.3609286499
988	0.3608132935
989	0.3606917419
990	0.3605928345
991	0.3605186462
992	0.3604597168
993	0.3603857117
994	0.3602498169
995	0.3601588745
996	0.3600143127
997	0.3598686523
998	0.3597276001
999	0.3596498413
